Player,Home,Away,Date,Team,Type,Minute
Sadio Mané,Southampton,Arsenal,2015-01-01,Southampton,Substitution_Off,42
Dusan Tadic,Southampton,Arsenal,2015-01-01,Southampton,Goal,56
Dusan Tadic,Southampton,Arsenal,2015-01-01,Southampton,Substitution_Off,85
Maya Yoshida,Southampton,Arsenal,2015-01-01,Southampton,Substitution_On,71
Shane Long,Southampton,Arsenal,2015-01-01,Southampton,Substitution_On,85
Harrison Reed,Southampton,Arsenal,2015-01-01,Southampton,Substitution_On,42
Mathieu Debuchy,Southampton,Arsenal,2015-01-01,Arsenal,Substitution_Off,84
Calum Chambers,Southampton,Arsenal,2015-01-01,Arsenal,Substitution_Off,60
Francis Coquelin,Southampton,Arsenal,2015-01-01,Arsenal,Yellow_Card,74
Theo Walcott,Southampton,Arsenal,2015-01-01,Arsenal,Substitution_On,60
Chuba Akpom,Southampton,Arsenal,2015-01-01,Arsenal,Substitution_On,84
Morgan Amalfitano,West Ham United,West Bromwich Albion,2015-01-01,West Ham United,Substitution_Off,55
Cheikhou Kouyaté,West Ham United,West Bromwich Albion,2015-01-01,West Ham United,Yellow_Card,4
Andy Carroll,West Ham United,West Bromwich Albion,2015-01-01,West Ham United,Substitution_Off,84
Diafra Sakho,West Ham United,West Bromwich Albion,2015-01-01,West Ham United,Goal,10
Diafra Sakho,West Ham United,West Bromwich Albion,2015-01-01,West Ham United,Substitution_Off,72
Matthew Jarvis,West Ham United,West Bromwich Albion,2015-01-01,West Ham United,Substitution_On,55
Carlton Cole,West Ham United,West Bromwich Albion,2015-01-01,West Ham United,Substitution_On,84
Enner Valencia,West Ham United,West Bromwich Albion,2015-01-01,West Ham United,Substitution_On,72
Youssouf Mulumbu,West Ham United,West Bromwich Albion,2015-01-01,West Bromwich Albion,Substitution_Off,67
Graham Dorrans,West Ham United,West Bromwich Albion,2015-01-01,West Bromwich Albion,Substitution_Off,79
Saido Berahino,West Ham United,West Bromwich Albion,2015-01-01,West Bromwich Albion,Goal,42
Saido Berahino,West Ham United,West Bromwich Albion,2015-01-01,West Bromwich Albion,Substitution_Off,73
Claudio Yacob,West Ham United,West Bromwich Albion,2015-01-01,West Bromwich Albion,Substitution_On,67
Brown Ideye,West Ham United,West Bromwich Albion,2015-01-01,West Bromwich Albion,Substitution_On,73
Silvestre Varela,West Ham United,West Bromwich Albion,2015-01-01,West Bromwich Albion,Substitution_On,79
Danny Rose,Tottenham Hotspur,Chelsea,2015-01-01,Tottenham Hotspur,Goal,44
Danny Rose,Tottenham Hotspur,Chelsea,2015-01-01,Tottenham Hotspur,Substitution_Off,76
Nabil Bentaleb,Tottenham Hotspur,Chelsea,2015-01-01,Tottenham Hotspur,Yellow_Card,66
Ryan Mason,Tottenham Hotspur,Chelsea,2015-01-01,Tottenham Hotspur,Substitution_Off,14
Andros Townsend,Tottenham Hotspur,Chelsea,2015-01-01,Tottenham Hotspur,Goal,45
Andros Townsend,Tottenham Hotspur,Chelsea,2015-01-01,Tottenham Hotspur,Substitution_Off,66
Nacer Chadli,Tottenham Hotspur,Chelsea,2015-01-01,Tottenham Hotspur,Goal,78
Harry Kane,Tottenham Hotspur,Chelsea,2015-01-01,Tottenham Hotspur,Goal,30
Harry Kane,Tottenham Hotspur,Chelsea,2015-01-01,Tottenham Hotspur,Goal,52
Harry Kane,Tottenham Hotspur,Chelsea,2015-01-01,Tottenham Hotspur,Yellow_Card,87
Paulinho,Tottenham Hotspur,Chelsea,2015-01-01,Tottenham Hotspur,Yellow_Card,72
Paulinho,Tottenham Hotspur,Chelsea,2015-01-01,Tottenham Hotspur,Substitution_On,66
Mousa Dembélé,Tottenham Hotspur,Chelsea,2015-01-01,Tottenham Hotspur,Substitution_On,14
Ben Davies,Tottenham Hotspur,Chelsea,2015-01-01,Tottenham Hotspur,Substitution_On,76
John Terry,Tottenham Hotspur,Chelsea,2015-01-01,Chelsea,Goal,87
Cesc Fàbregas,Tottenham Hotspur,Chelsea,2015-01-01,Chelsea,Yellow_Card,82
Willian,Tottenham Hotspur,Chelsea,2015-01-01,Chelsea,Substitution_Off,72
Oscar,Tottenham Hotspur,Chelsea,2015-01-01,Chelsea,Substitution_Off,45
Eden Hazard,Tottenham Hotspur,Chelsea,2015-01-01,Chelsea,Goal,61
Diego Costa,Tottenham Hotspur,Chelsea,2015-01-01,Chelsea,Goal,18
Ramires,Tottenham Hotspur,Chelsea,2015-01-01,Chelsea,Substitution_On,45
Mohamed Salah,Tottenham Hotspur,Chelsea,2015-01-01,Chelsea,Substitution_On,72
Martin Skrtel,Liverpool,Swansea City,2014-12-29,Liverpool,Yellow_Card,49
Alberto Moreno,Liverpool,Swansea City,2014-12-29,Liverpool,Goal,33
Adam Lallana,Liverpool,Swansea City,2014-12-29,Liverpool,Goal,51
Adam Lallana,Liverpool,Swansea City,2014-12-29,Liverpool,Goal,61
Adam Lallana,Liverpool,Swansea City,2014-12-29,Liverpool,Substitution_Off,77
Raheem Sterling,Liverpool,Swansea City,2014-12-29,Liverpool,Substitution_Off,83
Philippe Coutinho,Liverpool,Swansea City,2014-12-29,Liverpool,Substitution_Off,90
Fabio Borini,Liverpool,Swansea City,2014-12-29,Liverpool,Substitution_On,90
Mario Balotelli,Liverpool,Swansea City,2014-12-29,Liverpool,Substitution_On,83
Lazar Markovic,Liverpool,Swansea City,2014-12-29,Liverpool,Substitution_On,77
Jazz Richards,Liverpool,Swansea City,2014-12-29,Swansea City,Substitution_Off,45
Leon Britton,Liverpool,Swansea City,2014-12-29,Swansea City,Substitution_Off,67
Jonjo Shelvey,Liverpool,Swansea City,2014-12-29,Swansea City,Own_Goal,69
Gylfi Sigurdsson,Liverpool,Swansea City,2014-12-29,Swansea City,Goal,52
Wilfried Bony,Liverpool,Swansea City,2014-12-29,Swansea City,Substitution_Off,62
Sung-Yueng Ki,Liverpool,Swansea City,2014-12-29,Swansea City,Substitution_On,67
Bafétimbi Gomis,Liverpool,Swansea City,2014-12-29,Swansea City,Substitution_On,62
Angel Rangel,Liverpool,Swansea City,2014-12-29,Swansea City,Substitution_On,45
Benjamin Stambouli,Tottenham Hotspur,Manchester United,2014-12-28,Tottenham Hotspur,Yellow_Card,26
Andros Townsend,Tottenham Hotspur,Manchester United,2014-12-28,Tottenham Hotspur,Substitution_Off,79
Andros Townsend,Tottenham Hotspur,Manchester United,2014-12-28,Tottenham Hotspur,Yellow_Card,27
Nacer Chadli,Tottenham Hotspur,Manchester United,2014-12-28,Tottenham Hotspur,Substitution_Off,79
Erik Lamela,Tottenham Hotspur,Manchester United,2014-12-28,Tottenham Hotspur,Substitution_On,79
Mousa Dembélé,Tottenham Hotspur,Manchester United,2014-12-28,Tottenham Hotspur,Substitution_On,79
Paddy McNair,Tottenham Hotspur,Manchester United,2014-12-28,Manchester United,Substitution_Off,76
Paddy McNair,Tottenham Hotspur,Manchester United,2014-12-28,Manchester United,Yellow_Card,71
Jonny Evans,Tottenham Hotspur,Manchester United,2014-12-28,Manchester United,Substitution_Off,72
Antonio Valencia,Tottenham Hotspur,Manchester United,2014-12-28,Manchester United,Substitution_Off,45
Ashley Young,Tottenham Hotspur,Manchester United,2014-12-28,Manchester United,Yellow_Card,50
Falcao,Tottenham Hotspur,Manchester United,2014-12-28,Manchester United,Yellow_Card,84
Rafael,Tottenham Hotspur,Manchester United,2014-12-28,Manchester United,Yellow_Card,86
Rafael,Tottenham Hotspur,Manchester United,2014-12-28,Manchester United,Substitution_On,45
Luke Shaw,Tottenham Hotspur,Manchester United,2014-12-28,Manchester United,Substitution_On,76
Chris Smalling,Tottenham Hotspur,Manchester United,2014-12-28,Manchester United,Substitution_On,72
Maya Yoshida,Southampton,Chelsea,2014-12-28,Southampton,Substitution_Off,62
Maya Yoshida,Southampton,Chelsea,2014-12-28,Southampton,Yellow_Card,57
Steven Davis,Southampton,Chelsea,2014-12-28,Southampton,Substitution_Off,77
Morgan Schneiderlin,Southampton,Chelsea,2014-12-28,Southampton,Yellow_Card,72
Morgan Schneiderlin,Southampton,Chelsea,2014-12-28,Southampton,Red_Card,88
Dusan Tadic,Southampton,Chelsea,2014-12-28,Southampton,Substitution_Off,58
Graziano Pellè,Southampton,Chelsea,2014-12-28,Southampton,Yellow_Card,90
Sadio Mané,Southampton,Chelsea,2014-12-28,Southampton,Goal,17
Florin Gardos,Southampton,Chelsea,2014-12-28,Southampton,Substitution_On,62
Shane Long,Southampton,Chelsea,2014-12-28,Southampton,Substitution_On,77
James Ward-Prowse,Southampton,Chelsea,2014-12-28,Southampton,Substitution_On,58
John Mikel Obi,Southampton,Chelsea,2014-12-28,Chelsea,Substitution_Off,74
Nemanja Matic,Southampton,Chelsea,2014-12-28,Chelsea,Yellow_Card,31
André Schürrle,Southampton,Chelsea,2014-12-28,Chelsea,Substitution_Off,45
Cesc Fàbregas,Southampton,Chelsea,2014-12-28,Chelsea,Yellow_Card,55
Eden Hazard,Southampton,Chelsea,2014-12-28,Chelsea,Goal,45
Diego Costa,Southampton,Chelsea,2014-12-28,Chelsea,Substitution_Off,89
Didier Drogba,Southampton,Chelsea,2014-12-28,Chelsea,Substitution_On,74
Loïc Remy,Southampton,Chelsea,2014-12-28,Chelsea,Substitution_On,89
Willian,Southampton,Chelsea,2014-12-28,Chelsea,Substitution_On,45
Ron Vlaar,Aston Villa,Sunderland,2014-12-28,Aston Villa,Yellow_Card,44
Ciaran Clark,Aston Villa,Sunderland,2014-12-28,Aston Villa,Substitution_Off,61
Fabian Delph,Aston Villa,Sunderland,2014-12-28,Aston Villa,Red_Card,49
Tom Cleverley,Aston Villa,Sunderland,2014-12-28,Aston Villa,Substitution_Off,68
Charles N'Zogbia,Aston Villa,Sunderland,2014-12-28,Aston Villa,Substitution_Off,57
Jores Okore,Aston Villa,Sunderland,2014-12-28,Aston Villa,Substitution_On,61
Leandro Bacuna,Aston Villa,Sunderland,2014-12-28,Aston Villa,Substitution_On,57
Jack Grealish,Aston Villa,Sunderland,2014-12-28,Aston Villa,Substitution_On,68
Santiago Vergini,Aston Villa,Sunderland,2014-12-28,Sunderland,Substitution_Off,78
Wes Brown,Aston Villa,Sunderland,2014-12-28,Sunderland,Yellow_Card,89
Liam Bridcutt,Aston Villa,Sunderland,2014-12-28,Sunderland,Substitution_Off,19
Adam Johnson,Aston Villa,Sunderland,2014-12-28,Sunderland,Yellow_Card,73
Sebastian Larsson,Aston Villa,Sunderland,2014-12-28,Sunderland,Substitution_Off,57
Lee Cattermole,Aston Villa,Sunderland,2014-12-28,Sunderland,Yellow_Card,56
Lee Cattermole,Aston Villa,Sunderland,2014-12-28,Sunderland,Substitution_On,19
Emanuele Giaccherini,Aston Villa,Sunderland,2014-12-28,Sunderland,Yellow_Card,90
Emanuele Giaccherini,Aston Villa,Sunderland,2014-12-28,Sunderland,Substitution_On,57
Will Buckley,Aston Villa,Sunderland,2014-12-28,Sunderland,Substitution_On,78
David Meyler,Hull City,Leicester City,2014-12-28,Hull City,Substitution_Off,61
Stephen Quinn,Hull City,Leicester City,2014-12-28,Hull City,Red_Card,90
Sone Aluko,Hull City,Leicester City,2014-12-28,Hull City,Substitution_Off,62
Gaston Ramirez,Hull City,Leicester City,2014-12-28,Hull City,Substitution_Off,45
Abel Hernandez,Hull City,Leicester City,2014-12-28,Hull City,Substitution_On,62
Nikica Jelavic,Hull City,Leicester City,2014-12-28,Hull City,Substitution_On,45
Tom Ince,Hull City,Leicester City,2014-12-28,Hull City,Substitution_On,61
Danny Simpson,Hull City,Leicester City,2014-12-28,Leicester City,Yellow_Card,31
Paul Konchesky,Hull City,Leicester City,2014-12-28,Leicester City,Yellow_Card,58
Paul Konchesky,Hull City,Leicester City,2014-12-28,Leicester City,Red_Card,88
Riyad Mahrez,Hull City,Leicester City,2014-12-28,Leicester City,Goal,32
Riyad Mahrez,Hull City,Leicester City,2014-12-28,Leicester City,Substitution_Off,71
Esteban Cambiasso,Hull City,Leicester City,2014-12-28,Leicester City,Substitution_Off,71
Leonardo Ulloa,Hull City,Leicester City,2014-12-28,Leicester City,Substitution_Off,55
Ritchie de Laet,Hull City,Leicester City,2014-12-28,Leicester City,Substitution_On,71
Danny Drinkwater,Hull City,Leicester City,2014-12-28,Leicester City,Substitution_On,71
Chris Wood,Hull City,Leicester City,2014-12-28,Leicester City,Substitution_On,55
Pablo Zabaleta,Manchester City,Burnley,2014-12-28,Manchester City,Yellow_Card,81
Fernando,Manchester City,Burnley,2014-12-28,Manchester City,Yellow_Card,42
Fernandinho,Manchester City,Burnley,2014-12-28,Manchester City,Goal,33
Fernandinho,Manchester City,Burnley,2014-12-28,Manchester City,Substitution_Off,88
Jesus Navas,Manchester City,Burnley,2014-12-28,Manchester City,Yellow_Card,79
David Silva,Manchester City,Burnley,2014-12-28,Manchester City,Goal,23
David Silva,Manchester City,Burnley,2014-12-28,Manchester City,Yellow_Card,88
Samir Nasri,Manchester City,Burnley,2014-12-28,Manchester City,Substitution_Off,76
James Milner,Manchester City,Burnley,2014-12-28,Manchester City,Substitution_Off,62
Scott Sinclair,Manchester City,Burnley,2014-12-28,Manchester City,Substitution_On,88
Frank Lampard,Manchester City,Burnley,2014-12-28,Manchester City,Substitution_On,76
Stevan Jovetic,Manchester City,Burnley,2014-12-28,Manchester City,Substitution_On,62
Ben Mee,Manchester City,Burnley,2014-12-28,Burnley,Yellow_Card,71
George Boyd,Manchester City,Burnley,2014-12-28,Burnley,Goal,47
Ashley Barnes,Manchester City,Burnley,2014-12-28,Burnley,Goal,81
Clint Hill,Queens Park Rangers,Crystal Palace,2014-12-28,Queens Park Rangers,Yellow_Card,45
Joey Barton,Queens Park Rangers,Crystal Palace,2014-12-28,Queens Park Rangers,Yellow_Card,62
Leroy Fer,Queens Park Rangers,Crystal Palace,2014-12-28,Queens Park Rangers,Substitution_Off,65
Bobby Zamora,Queens Park Rangers,Crystal Palace,2014-12-28,Queens Park Rangers,Substitution_Off,75
Matt Phillips,Queens Park Rangers,Crystal Palace,2014-12-28,Queens Park Rangers,Substitution_On,75
Eduardo Vargas,Queens Park Rangers,Crystal Palace,2014-12-28,Queens Park Rangers,Substitution_On,65
Jason Puncheon,Queens Park Rangers,Crystal Palace,2014-12-28,Crystal Palace,Yellow_Card,72
Wilfried Zaha,Queens Park Rangers,Crystal Palace,2014-12-28,Crystal Palace,Substitution_Off,67
Fraizer Campbell,Queens Park Rangers,Crystal Palace,2014-12-28,Crystal Palace,Substitution_On,67
Glenn Whelan,Stoke City,West Bromwich Albion,2014-12-28,Stoke City,Substitution_Off,85
Bojan,Stoke City,West Bromwich Albion,2014-12-28,Stoke City,Substitution_Off,78
Mame Biram Diouf,Stoke City,West Bromwich Albion,2014-12-28,Stoke City,Goal,51
Mame Biram Diouf,Stoke City,West Bromwich Albion,2014-12-28,Stoke City,Goal,66
Peter Crouch,Stoke City,West Bromwich Albion,2014-12-28,Stoke City,Substitution_Off,63
Marc Wilson,Stoke City,West Bromwich Albion,2014-12-28,Stoke City,Substitution_On,85
Charlie Adam,Stoke City,West Bromwich Albion,2014-12-28,Stoke City,Substitution_On,78
Jon Walters,Stoke City,West Bromwich Albion,2014-12-28,Stoke City,Substitution_On,63
Chris Baird,Stoke City,West Bromwich Albion,2014-12-28,West Bromwich Albion,Yellow_Card,76
Chris Brunt,Stoke City,West Bromwich Albion,2014-12-28,West Bromwich Albion,Yellow_Card,68
James Morrison,Stoke City,West Bromwich Albion,2014-12-28,West Bromwich Albion,Substitution_Off,63
Graham Dorrans,Stoke City,West Bromwich Albion,2014-12-28,West Bromwich Albion,Substitution_Off,79
Stéphane Sessegnon,Stoke City,West Bromwich Albion,2014-12-28,West Bromwich Albion,Substitution_Off,63
Saido Berahino,Stoke City,West Bromwich Albion,2014-12-28,West Bromwich Albion,Substitution_On,63
Youssouf Mulumbu,Stoke City,West Bromwich Albion,2014-12-28,West Bromwich Albion,Substitution_On,79
Silvestre Varela,Stoke City,West Bromwich Albion,2014-12-28,West Bromwich Albion,Substitution_On,63
Joey O'Brien,West Ham United,Arsenal,2014-12-28,West Ham United,Substitution_Off,78
James Tomkins,West Ham United,Arsenal,2014-12-28,West Ham United,Yellow_Card,84
Winston Reid,West Ham United,Arsenal,2014-12-28,West Ham United,Yellow_Card,88
Cheikhou Kouyaté,West Ham United,Arsenal,2014-12-28,West Ham United,Goal,54
Cheikhou Kouyaté,West Ham United,Arsenal,2014-12-28,West Ham United,Substitution_Off,78
Diafra Sakho,West Ham United,Arsenal,2014-12-28,West Ham United,Substitution_Off,62
Andy Carroll,West Ham United,Arsenal,2014-12-28,West Ham United,Yellow_Card,36
Kevin Nolan,West Ham United,Arsenal,2014-12-28,West Ham United,Substitution_On,78
Guy Demel,West Ham United,Arsenal,2014-12-28,West Ham United,Substitution_On,78
Enner Valencia,West Ham United,Arsenal,2014-12-28,West Ham United,Substitution_On,62
Mathieu Debuchy,West Ham United,Arsenal,2014-12-28,Arsenal,Yellow_Card,80
Francis Coquelin,West Ham United,Arsenal,2014-12-28,Arsenal,Yellow_Card,90
Alex Oxlade-Chamberlain,West Ham United,Arsenal,2014-12-28,Arsenal,Substitution_Off,90
Santi Cazorla,West Ham United,Arsenal,2014-12-28,Arsenal,Goal,41
Danny Welbeck,West Ham United,Arsenal,2014-12-28,Arsenal,Goal,44
Danny Welbeck,West Ham United,Arsenal,2014-12-28,Arsenal,Substitution_Off,85
Alexis Sánchez,West Ham United,Arsenal,2014-12-28,Arsenal,Yellow_Card,48
Kieran Gibbs,West Ham United,Arsenal,2014-12-28,Arsenal,Substitution_On,85
Calum Chambers,West Ham United,Arsenal,2014-12-28,Arsenal,Substitution_On,90
Paul Dummett,Newcastle United,Everton,2014-12-28,Newcastle United,Yellow_Card,90
Jack Colback,Newcastle United,Everton,2014-12-28,Newcastle United,Goal,68
Ayoze Pérez,Newcastle United,Everton,2014-12-28,Newcastle United,Goal,51
Yoan Gouffran,Newcastle United,Everton,2014-12-28,Newcastle United,Substitution_Off,90
Yoan Gouffran,Newcastle United,Everton,2014-12-28,Newcastle United,Yellow_Card,27
Papiss Cisse,Newcastle United,Everton,2014-12-28,Newcastle United,Goal,34
Papiss Cisse,Newcastle United,Everton,2014-12-28,Newcastle United,Substitution_Off,73
Rémy Cabella,Newcastle United,Everton,2014-12-28,Newcastle United,Substitution_On,90
Emmanuel Riviere,Newcastle United,Everton,2014-12-28,Newcastle United,Substitution_On,73
Antolin Alcaraz,Newcastle United,Everton,2014-12-28,Everton,Yellow_Card,71
James McCarthy,Newcastle United,Everton,2014-12-28,Everton,Substitution_Off,45
James McCarthy,Newcastle United,Everton,2014-12-28,Everton,Yellow_Card,28
Aiden McGeady,Newcastle United,Everton,2014-12-28,Everton,Substitution_Off,61
Arouna Kone,Newcastle United,Everton,2014-12-28,Everton,Goal,5
Arouna Kone,Newcastle United,Everton,2014-12-28,Everton,Substitution_Off,72
Romelu Lukaku,Newcastle United,Everton,2014-12-28,Everton,Substitution_On,72
Kevin Mirallas,Newcastle United,Everton,2014-12-28,Everton,Goal,84
Kevin Mirallas,Newcastle United,Everton,2014-12-28,Everton,Substitution_On,61
Ross Barkley,Newcastle United,Everton,2014-12-28,Everton,Substitution_On,45
John Terry,Chelsea,West Ham United,2014-12-26,Chelsea,Goal,31
Willian,Chelsea,West Ham United,2014-12-26,Chelsea,Substitution_Off,86
Oscar,Chelsea,West Ham United,2014-12-26,Chelsea,Substitution_Off,83
Diego Costa,Chelsea,West Ham United,2014-12-26,Chelsea,Goal,62
Diego Costa,Chelsea,West Ham United,2014-12-26,Chelsea,Substitution_Off,83
Ramires,Chelsea,West Ham United,2014-12-26,Chelsea,Substitution_On,86
Didier Drogba,Chelsea,West Ham United,2014-12-26,Chelsea,Substitution_On,83
John Mikel Obi,Chelsea,West Ham United,2014-12-26,Chelsea,Substitution_On,83
James Collins,Chelsea,West Ham United,2014-12-26,West Ham United,Yellow_Card,28
Winston Reid,Chelsea,West Ham United,2014-12-26,West Ham United,Yellow_Card,58
Aaron Cresswell,Chelsea,West Ham United,2014-12-26,West Ham United,Yellow_Card,33
Mark Noble,Chelsea,West Ham United,2014-12-26,West Ham United,Substitution_Off,59
Stewart Downing,Chelsea,West Ham United,2014-12-26,West Ham United,Substitution_Off,74
Andy Carroll,Chelsea,West Ham United,2014-12-26,West Ham United,Substitution_Off,59
Diafra Sakho,Chelsea,West Ham United,2014-12-26,West Ham United,Substitution_On,59
Morgan Amalfitano,Chelsea,West Ham United,2014-12-26,West Ham United,Substitution_On,74
