Player,Home,Away,Date,Team,Type,Minute
Charlie Austin,Manchester United,Queens Park Rangers,2014-09-14,Queens Park Rangers,Substitution_Off,59
Armand Traore,Manchester United,Queens Park Rangers,2014-09-14,Queens Park Rangers,Substitution_On,45
Karl Henry,Manchester United,Queens Park Rangers,2014-09-14,Queens Park Rangers,Substitution_On,74
Eduardo Vargas,Manchester United,Queens Park Rangers,2014-09-14,Queens Park Rangers,Substitution_On,59
Mathieu Debuchy,Arsenal,Manchester City,2014-09-13,Arsenal,Substitution_Off,81
Nacho Monreal,Arsenal,Manchester City,2014-09-13,Arsenal,Yellow_Card,62
Mathieu Flamini,Arsenal,Manchester City,2014-09-13,Arsenal,Substitution_Off,90
Mathieu Flamini,Arsenal,Manchester City,2014-09-13,Arsenal,Yellow_Card,58
Alexis Sánchez,Arsenal,Manchester City,2014-09-13,Arsenal,Goal,74
Alexis Sánchez,Arsenal,Manchester City,2014-09-13,Arsenal,Yellow_Card,75
Jack Wilshere,Arsenal,Manchester City,2014-09-13,Arsenal,Goal,63
Danny Welbeck,Arsenal,Manchester City,2014-09-13,Arsenal,Substitution_Off,88
Mikel Arteta,Arsenal,Manchester City,2014-09-13,Arsenal,Substitution_On,90
Alex Oxlade-Chamberlain,Arsenal,Manchester City,2014-09-13,Arsenal,Substitution_On,88
Calum Chambers,Arsenal,Manchester City,2014-09-13,Arsenal,Substitution_On,81
Pablo Zabaleta,Arsenal,Manchester City,2014-09-13,Manchester City,Yellow_Card,24
Martín Demichelis,Arsenal,Manchester City,2014-09-13,Manchester City,Goal,83
Fernandinho,Arsenal,Manchester City,2014-09-13,Manchester City,Substitution_Off,77
Fernandinho,Arsenal,Manchester City,2014-09-13,Manchester City,Yellow_Card,50
Frank Lampard,Arsenal,Manchester City,2014-09-13,Manchester City,Substitution_Off,45
Frank Lampard,Arsenal,Manchester City,2014-09-13,Manchester City,Yellow_Card,22
Sergio Agüero,Arsenal,Manchester City,2014-09-13,Manchester City,Goal,28
Sergio Agüero,Arsenal,Manchester City,2014-09-13,Manchester City,Substitution_Off,67
Sergio Agüero,Arsenal,Manchester City,2014-09-13,Manchester City,Yellow_Card,64
Samir Nasri,Arsenal,Manchester City,2014-09-13,Manchester City,Substitution_On,45
Edin Dzeko,Arsenal,Manchester City,2014-09-13,Manchester City,Substitution_On,67
Aleksandar Kolarov,Arsenal,Manchester City,2014-09-13,Manchester City,Substitution_On,77
John Terry,Chelsea,Swansea City,2014-09-13,Chelsea,Own_Goal,11
Cesc Fàbregas,Chelsea,Swansea City,2014-09-13,Chelsea,Substitution_Off,82
André Schürrle,Chelsea,Swansea City,2014-09-13,Chelsea,Substitution_Off,45
Diego Costa,Chelsea,Swansea City,2014-09-13,Chelsea,Goal,45
Diego Costa,Chelsea,Swansea City,2014-09-13,Chelsea,Goal,56
Diego Costa,Chelsea,Swansea City,2014-09-13,Chelsea,Goal,67
Diego Costa,Chelsea,Swansea City,2014-09-13,Chelsea,Substitution_Off,72
Ramires,Chelsea,Swansea City,2014-09-13,Chelsea,Substitution_On,45
Mohamed Salah,Chelsea,Swansea City,2014-09-13,Chelsea,Substitution_On,82
Loïc Remy,Chelsea,Swansea City,2014-09-13,Chelsea,Goal,81
Loïc Remy,Chelsea,Swansea City,2014-09-13,Chelsea,Substitution_On,72
Jordi Amat,Chelsea,Swansea City,2014-09-13,Swansea City,Substitution_Off,45
Jordi Amat,Chelsea,Swansea City,2014-09-13,Swansea City,Yellow_Card,26
Neil Taylor,Chelsea,Swansea City,2014-09-13,Swansea City,Yellow_Card,51
Jonjo Shelvey,Chelsea,Swansea City,2014-09-13,Swansea City,Goal,86
Jonjo Shelvey,Chelsea,Swansea City,2014-09-13,Swansea City,Yellow_Card,32
Wayne Routledge,Chelsea,Swansea City,2014-09-13,Swansea City,Substitution_Off,66
Bafétimbi Gomis,Chelsea,Swansea City,2014-09-13,Swansea City,Substitution_Off,76
Wilfried Bony,Chelsea,Swansea City,2014-09-13,Swansea City,Substitution_On,76
Jefferson Montero,Chelsea,Swansea City,2014-09-13,Swansea City,Substitution_On,66
Federico Fernandez,Chelsea,Swansea City,2014-09-13,Swansea City,Substitution_On,45
Jason Puncheon,Crystal Palace,Burnley,2014-09-13,Crystal Palace,Yellow_Card,56
Mile Jedinak,Crystal Palace,Burnley,2014-09-13,Crystal Palace,Yellow_Card,84
Wilfried Zaha,Crystal Palace,Burnley,2014-09-13,Crystal Palace,Substitution_Off,69
Fraizer Campbell,Crystal Palace,Burnley,2014-09-13,Crystal Palace,Substitution_Off,61
Dwight Gayle,Crystal Palace,Burnley,2014-09-13,Crystal Palace,Substitution_Off,75
Yannick Bolasie,Crystal Palace,Burnley,2014-09-13,Crystal Palace,Substitution_On,69
Kevin Doyle,Crystal Palace,Burnley,2014-09-13,Crystal Palace,Substitution_On,61
Jonny Williams,Crystal Palace,Burnley,2014-09-13,Crystal Palace,Substitution_On,75
Scott Arfield,Crystal Palace,Burnley,2014-09-13,Burnley,Missed_Penalty,85
George Boyd,Crystal Palace,Burnley,2014-09-13,Burnley,Yellow_Card,90
Danny Ings,Crystal Palace,Burnley,2014-09-13,Burnley,Substitution_Off,42
Danny Ings,Crystal Palace,Burnley,2014-09-13,Burnley,Yellow_Card,4
Marvin Sordell,Crystal Palace,Burnley,2014-09-13,Burnley,Yellow_Card,53
Marvin Sordell,Crystal Palace,Burnley,2014-09-13,Burnley,Substitution_On,42
Morgan Schneiderlin,Southampton,Newcastle United,2014-09-13,Southampton,Goal,90
Jack Cork,Southampton,Newcastle United,2014-09-13,Southampton,Goal,54
Shane Long,Southampton,Newcastle United,2014-09-13,Southampton,Substitution_Off,45
Graziano Pellè,Southampton,Newcastle United,2014-09-13,Southampton,Goal,6
Graziano Pellè,Southampton,Newcastle United,2014-09-13,Southampton,Goal,19
Dusan Tadic,Southampton,Newcastle United,2014-09-13,Southampton,Substitution_Off,67
Victor Wanyama,Southampton,Newcastle United,2014-09-13,Southampton,Substitution_On,45
James Ward-Prowse,Southampton,Newcastle United,2014-09-13,Southampton,Substitution_On,67
Vurnon Anita,Southampton,Newcastle United,2014-09-13,Newcastle United,Substitution_Off,45
Jack Colback,Southampton,Newcastle United,2014-09-13,Newcastle United,Yellow_Card,45
Rémy Cabella,Southampton,Newcastle United,2014-09-13,Newcastle United,Substitution_Off,69
Moussa Sissoko,Southampton,Newcastle United,2014-09-13,Newcastle United,Substitution_Off,90
Ayoze Pérez,Southampton,Newcastle United,2014-09-13,Newcastle United,Substitution_On,69
Cheick Tiote,Southampton,Newcastle United,2014-09-13,Newcastle United,Yellow_Card,57
Cheick Tiote,Southampton,Newcastle United,2014-09-13,Newcastle United,Substitution_On,45
Sammy Ameobi,Southampton,Newcastle United,2014-09-13,Newcastle United,Substitution_On,90
Erik Pieters,Stoke City,Leicester City,2014-09-13,Stoke City,Substitution_Off,84
Erik Pieters,Stoke City,Leicester City,2014-09-13,Stoke City,Yellow_Card,49
Glenn Whelan,Stoke City,Leicester City,2014-09-13,Stoke City,Yellow_Card,64
Jon Walters,Stoke City,Leicester City,2014-09-13,Stoke City,Substitution_Off,82
Bojan,Stoke City,Leicester City,2014-09-13,Stoke City,Substitution_Off,74
Peter Crouch,Stoke City,Leicester City,2014-09-13,Stoke City,Yellow_Card,29
Oussama Assaidi,Stoke City,Leicester City,2014-09-13,Stoke City,Substitution_On,82
Marc Muniesa,Stoke City,Leicester City,2014-09-13,Stoke City,Substitution_On,84
Mame Biram Diouf,Stoke City,Leicester City,2014-09-13,Stoke City,Substitution_On,74
Riyad Mahrez,Stoke City,Leicester City,2014-09-13,Leicester City,Substitution_Off,45
Andy King,Stoke City,Leicester City,2014-09-13,Leicester City,Substitution_Off,45
Jeffrey Schlupp,Stoke City,Leicester City,2014-09-13,Leicester City,Substitution_Off,76
Leonardo Ulloa,Stoke City,Leicester City,2014-09-13,Leicester City,Goal,64
Danny Drinkwater,Stoke City,Leicester City,2014-09-13,Leicester City,Substitution_On,45
Jamie Vardy,Stoke City,Leicester City,2014-09-13,Leicester City,Substitution_On,76
Esteban Cambiasso,Stoke City,Leicester City,2014-09-13,Leicester City,Substitution_On,45
Santiago Vergini,Sunderland,Tottenham Hotspur,2014-09-13,Sunderland,Yellow_Card,88
Wes Brown,Sunderland,Tottenham Hotspur,2014-09-13,Sunderland,Yellow_Card,90
Patrick van Aanholt,Sunderland,Tottenham Hotspur,2014-09-13,Sunderland,Yellow_Card,85
Ricky Álvarez,Sunderland,Tottenham Hotspur,2014-09-13,Sunderland,Substitution_Off,65
Sebastian Larsson,Sunderland,Tottenham Hotspur,2014-09-13,Sunderland,Substitution_Off,65
Jack Rodwell,Sunderland,Tottenham Hotspur,2014-09-13,Sunderland,Substitution_Off,80
Adam Johnson,Sunderland,Tottenham Hotspur,2014-09-13,Sunderland,Goal,4
Connor Wickham,Sunderland,Tottenham Hotspur,2014-09-13,Sunderland,Yellow_Card,90
Jordi Gomez,Sunderland,Tottenham Hotspur,2014-09-13,Sunderland,Yellow_Card,90
Jordi Gomez,Sunderland,Tottenham Hotspur,2014-09-13,Sunderland,Substitution_On,80
Emanuele Giaccherini,Sunderland,Tottenham Hotspur,2014-09-13,Sunderland,Substitution_On,65
Will Buckley,Sunderland,Tottenham Hotspur,2014-09-13,Sunderland,Substitution_On,65
Eric Dier,Sunderland,Tottenham Hotspur,2014-09-13,Tottenham Hotspur,Yellow_Card,61
Christian Eriksen,Sunderland,Tottenham Hotspur,2014-09-13,Tottenham Hotspur,Goal,48
Christian Eriksen,Sunderland,Tottenham Hotspur,2014-09-13,Tottenham Hotspur,Substitution_Off,86
Nacer Chadli,Sunderland,Tottenham Hotspur,2014-09-13,Tottenham Hotspur,Goal,2
Nacer Chadli,Sunderland,Tottenham Hotspur,2014-09-13,Tottenham Hotspur,Substitution_Off,70
Emmanuel Adebayor,Sunderland,Tottenham Hotspur,2014-09-13,Tottenham Hotspur,Substitution_Off,79
Aaron Lennon,Sunderland,Tottenham Hotspur,2014-09-13,Tottenham Hotspur,Substitution_On,86
Harry Kane,Sunderland,Tottenham Hotspur,2014-09-13,Tottenham Hotspur,Own_Goal,82
Harry Kane,Sunderland,Tottenham Hotspur,2014-09-13,Tottenham Hotspur,Substitution_On,79
Benjamin Stambouli,Sunderland,Tottenham Hotspur,2014-09-13,Tottenham Hotspur,Substitution_On,70
Andre Wisdom,West Bromwich Albion,Everton,2014-09-13,West Bromwich Albion,Yellow_Card,90
Sébastien Pocognoli,West Bromwich Albion,Everton,2014-09-13,West Bromwich Albion,Substitution_Off,77
Craig Gardner,West Bromwich Albion,Everton,2014-09-13,West Bromwich Albion,Yellow_Card,26
Chris Brunt,West Bromwich Albion,Everton,2014-09-13,West Bromwich Albion,Substitution_Off,70
Brown Ideye,West Bromwich Albion,Everton,2014-09-13,West Bromwich Albion,Substitution_Off,70
Cristian Gamboa,West Bromwich Albion,Everton,2014-09-13,West Bromwich Albion,Substitution_On,77
Sebastian Blanco,West Bromwich Albion,Everton,2014-09-13,West Bromwich Albion,Substitution_On,70
Georgios Samaras,West Bromwich Albion,Everton,2014-09-13,West Bromwich Albion,Substitution_On,70
James McCarthy,West Bromwich Albion,Everton,2014-09-13,Everton,Yellow_Card,53
Aiden McGeady,West Bromwich Albion,Everton,2014-09-13,Everton,Substitution_Off,88
Steven Naismith,West Bromwich Albion,Everton,2014-09-13,Everton,Yellow_Card,81
Kevin Mirallas,West Bromwich Albion,Everton,2014-09-13,Everton,Goal,66
Romelu Lukaku,West Bromwich Albion,Everton,2014-09-13,Everton,Goal,2
Romelu Lukaku,West Bromwich Albion,Everton,2014-09-13,Everton,Substitution_Off,68
Muhamed Besic,West Bromwich Albion,Everton,2014-09-13,Everton,Yellow_Card,90
Muhamed Besic,West Bromwich Albion,Everton,2014-09-13,Everton,Substitution_On,88
Leon Osman,West Bromwich Albion,Everton,2014-09-13,Everton,Substitution_On,68
Alberto Moreno,Liverpool,Aston Villa,2014-09-13,Liverpool,Yellow_Card,76
Lazar Markovic,Liverpool,Aston Villa,2014-09-13,Liverpool,Substitution_Off,71
Adam Lallana,Liverpool,Aston Villa,2014-09-13,Liverpool,Substitution_Off,61
Adam Lallana,Liverpool,Aston Villa,2014-09-13,Liverpool,Yellow_Card,12
Mario Balotelli,Liverpool,Aston Villa,2014-09-13,Liverpool,Substitution_Off,71
Rickie Lambert,Liverpool,Aston Villa,2014-09-13,Liverpool,Substitution_On,71
Fabio Borini,Liverpool,Aston Villa,2014-09-13,Liverpool,Substitution_On,71
Raheem Sterling,Liverpool,Aston Villa,2014-09-13,Liverpool,Substitution_On,61
Alan Hutton,Liverpool,Aston Villa,2014-09-13,Aston Villa,Yellow_Card,63
Tom Cleverley,Liverpool,Aston Villa,2014-09-13,Aston Villa,Substitution_Off,86
Gabriel Agbonlahor,Liverpool,Aston Villa,2014-09-13,Aston Villa,Goal,9
Gabriel Agbonlahor,Liverpool,Aston Villa,2014-09-13,Aston Villa,Substitution_Off,90
Andreas Weimann,Liverpool,Aston Villa,2014-09-13,Aston Villa,Substitution_Off,72
Darren Bent,Liverpool,Aston Villa,2014-09-13,Aston Villa,Substitution_On,90
Carlos Sánchez,Liverpool,Aston Villa,2014-09-13,Aston Villa,Substitution_On,86
Charles N'Zogbia,Liverpool,Aston Villa,2014-09-13,Aston Villa,Substitution_On,72
Brad Guzan,Aston Villa,Hull City,2014-08-31,Aston Villa,Yellow_Card,90
Kieran  Richardson,Aston Villa,Hull City,2014-08-31,Aston Villa,Substitution_Off,75
Charles N'Zogbia,Aston Villa,Hull City,2014-08-31,Aston Villa,Substitution_Off,64
Andreas Weimann,Aston Villa,Hull City,2014-08-31,Aston Villa,Goal,36
Gabriel Agbonlahor,Aston Villa,Hull City,2014-08-31,Aston Villa,Goal,14
Gabriel Agbonlahor,Aston Villa,Hull City,2014-08-31,Aston Villa,Substitution_Off,85
Darren Bent,Aston Villa,Hull City,2014-08-31,Aston Villa,Substitution_On,85
Carlos Sánchez,Aston Villa,Hull City,2014-08-31,Aston Villa,Substitution_On,64
Jack Grealish,Aston Villa,Hull City,2014-08-31,Aston Villa,Substitution_On,75
Curtis Davies,Aston Villa,Hull City,2014-08-31,Hull City,Substitution_Off,45
Curtis Davies,Aston Villa,Hull City,2014-08-31,Hull City,Yellow_Card,42
Ahmed Elmohamady,Aston Villa,Hull City,2014-08-31,Hull City,Yellow_Card,84
Tom Huddlestone,Aston Villa,Hull City,2014-08-31,Hull City,Substitution_Off,71
Stephen Quinn,Aston Villa,Hull City,2014-08-31,Hull City,Yellow_Card,87
Nikica Jelavic,Aston Villa,Hull City,2014-08-31,Hull City,Goal,74
Nikica Jelavic,Aston Villa,Hull City,2014-08-31,Hull City,Yellow_Card,82
Tom Ince,Aston Villa,Hull City,2014-08-31,Hull City,Substitution_Off,57
Liam Rosenior,Aston Villa,Hull City,2014-08-31,Hull City,Substitution_On,45
Robbie Brady,Aston Villa,Hull City,2014-08-31,Hull City,Substitution_On,57
Sone Aluko,Aston Villa,Hull City,2014-08-31,Hull City,Substitution_On,71
Danny Rose,Tottenham Hotspur,Liverpool,2014-08-31,Tottenham Hotspur,Substitution_Off,72
Nabil Bentaleb,Tottenham Hotspur,Liverpool,2014-08-31,Tottenham Hotspur,Substitution_Off,59
Christian Eriksen,Tottenham Hotspur,Liverpool,2014-08-31,Tottenham Hotspur,Substitution_Off,59
Andros Townsend,Tottenham Hotspur,Liverpool,2014-08-31,Tottenham Hotspur,Substitution_On,59
Mousa Dembélé,Tottenham Hotspur,Liverpool,2014-08-31,Tottenham Hotspur,Substitution_On,59
Ben Davies,Tottenham Hotspur,Liverpool,2014-08-31,Tottenham Hotspur,Substitution_On,72
Javi Manquillo,Tottenham Hotspur,Liverpool,2014-08-31,Liverpool,Yellow_Card,37
Alberto Moreno,Tottenham Hotspur,Liverpool,2014-08-31,Liverpool,Goal,60
Alberto Moreno,Tottenham Hotspur,Liverpool,2014-08-31,Liverpool,Yellow_Card,90
Steven Gerrard,Tottenham Hotspur,Liverpool,2014-08-31,Liverpool,Goal,49
Joe Allen,Tottenham Hotspur,Liverpool,2014-08-31,Liverpool,Substitution_Off,61
Joe Allen,Tottenham Hotspur,Liverpool,2014-08-31,Liverpool,Yellow_Card,27
Raheem Sterling,Tottenham Hotspur,Liverpool,2014-08-31,Liverpool,Goal,8
Raheem Sterling,Tottenham Hotspur,Liverpool,2014-08-31,Liverpool,Substitution_Off,86
Raheem Sterling,Tottenham Hotspur,Liverpool,2014-08-31,Liverpool,Yellow_Card,74
Mario Balotelli,Tottenham Hotspur,Liverpool,2014-08-31,Liverpool,Substitution_Off,61
Jose Enrique,Tottenham Hotspur,Liverpool,2014-08-31,Liverpool,Substitution_On,86
Emre Can,Tottenham Hotspur,Liverpool,2014-08-31,Liverpool,Substitution_On,61
Lazar Markovic,Tottenham Hotspur,Liverpool,2014-08-31,Liverpool,Substitution_On,61
Liam Moore,Leicester City,Arsenal,2014-08-31,Leicester City,Yellow_Card,90
Riyad Mahrez,Leicester City,Arsenal,2014-08-31,Leicester City,Substitution_Off,64
Dean Hammond,Leicester City,Arsenal,2014-08-31,Leicester City,Yellow_Card,85
Jeffrey Schlupp,Leicester City,Arsenal,2014-08-31,Leicester City,Substitution_Off,70
Leonardo Ulloa,Leicester City,Arsenal,2014-08-31,Leicester City,Goal,22
Leonardo Ulloa,Leicester City,Arsenal,2014-08-31,Leicester City,Substitution_Off,77
Danny Drinkwater,Leicester City,Arsenal,2014-08-31,Leicester City,Substitution_On,77
Jamie Vardy,Leicester City,Arsenal,2014-08-31,Leicester City,Substitution_On,70
Marc Albrighton,Leicester City,Arsenal,2014-08-31,Leicester City,Yellow_Card,84
Marc Albrighton,Leicester City,Arsenal,2014-08-31,Leicester City,Substitution_On,64
Wojciech Szczesny,Leicester City,Arsenal,2014-08-31,Arsenal,Yellow_Card,90
Laurent Koscielny,Leicester City,Arsenal,2014-08-31,Arsenal,Substitution_Off,26
Alexis Sánchez,Leicester City,Arsenal,2014-08-31,Arsenal,Goal,20
Santi Cazorla,Leicester City,Arsenal,2014-08-31,Arsenal,Substitution_Off,77
Yaya Sanogo,Leicester City,Arsenal,2014-08-31,Arsenal,Substitution_Off,77
Lukas Podolski,Leicester City,Arsenal,2014-08-31,Arsenal,Substitution_On,77
Alex Oxlade-Chamberlain,Leicester City,Arsenal,2014-08-31,Arsenal,Substitution_On,77
Calum Chambers,Leicester City,Arsenal,2014-08-31,Arsenal,Substitution_On,26
Dean Marney,Burnley,Manchester United,2014-08-30,Burnley,Yellow_Card,76
Matthew Taylor,Burnley,Manchester United,2014-08-30,Burnley,Substitution_Off,88
Danny Ings,Burnley,Manchester United,2014-08-30,Burnley,Substitution_Off,79
Steven Reid,Burnley,Manchester United,2014-08-30,Burnley,Yellow_Card,90
Steven Reid,Burnley,Manchester United,2014-08-30,Burnley,Substitution_On,88
Ashley Barnes,Burnley,Manchester United,2014-08-30,Burnley,Substitution_On,79
Tyler Blackett,Burnley,Manchester United,2014-08-30,Manchester United,Yellow_Card,68
Darren Fletcher,Burnley,Manchester United,2014-08-30,Manchester United,Yellow_Card,38
Ángel di María,Burnley,Manchester United,2014-08-30,Manchester United,Substitution_Off,70
Juan Mata,Burnley,Manchester United,2014-08-30,Manchester United,Substitution_Off,87
Robin van Persie,Burnley,Manchester United,2014-08-30,Manchester United,Substitution_Off,73
Adnan Januzaj,Burnley,Manchester United,2014-08-30,Manchester United,Substitution_On,87
Danny Welbeck,Burnley,Manchester United,2014-08-30,Manchester United,Substitution_On,73
Anderson,Burnley,Manchester United,2014-08-30,Manchester United,Substitution_On,70
Samir Nasri,Manchester City,Stoke City,2014-08-30,Manchester City,Substitution_Off,63
Fernando,Manchester City,Stoke City,2014-08-30,Manchester City,Substitution_Off,38
Yaya Touré,Manchester City,Stoke City,2014-08-30,Manchester City,Yellow_Card,87
Stevan Jovetic,Manchester City,Stoke City,2014-08-30,Manchester City,Substitution_Off,63
Edin Dzeko,Manchester City,Stoke City,2014-08-30,Manchester City,Substitution_On,63
Jesus Navas,Manchester City,Stoke City,2014-08-30,Manchester City,Substitution_On,63
Fernandinho,Manchester City,Stoke City,2014-08-30,Manchester City,Yellow_Card,53
Fernandinho,Manchester City,Stoke City,2014-08-30,Manchester City,Substitution_On,38
Phil Bardsley,Manchester City,Stoke City,2014-08-30,Stoke City,Yellow_Card,22
Jon Walters,Manchester City,Stoke City,2014-08-30,Stoke City,Substitution_Off,45
Victor Moses,Manchester City,Stoke City,2014-08-30,Stoke City,Substitution_Off,80
Mame Biram Diouf,Manchester City,Stoke City,2014-08-30,Stoke City,Goal,58
Peter Odemwingie,Manchester City,Stoke City,2014-08-30,Stoke City,Substitution_Off,65
Peter Odemwingie,Manchester City,Stoke City,2014-08-30,Stoke City,Substitution_On,45
Marc Muniesa,Manchester City,Stoke City,2014-08-30,Stoke City,Substitution_On,80
Charlie Adam,Manchester City,Stoke City,2014-08-30,Stoke City,Substitution_On,65
Daryl Janmaat,Newcastle United,Crystal Palace,2014-08-30,Newcastle United,Goal,37
Daryl Janmaat,Newcastle United,Crystal Palace,2014-08-30,Newcastle United,Substitution_Off,79
Mike Williamson,Newcastle United,Crystal Palace,2014-08-30,Newcastle United,Goal,88
Siem de Jong,Newcastle United,Crystal Palace,2014-08-30,Newcastle United,Substitution_Off,79
Yoan Gouffran,Newcastle United,Crystal Palace,2014-08-30,Newcastle United,Substitution_Off,67
Vurnon Anita,Newcastle United,Crystal Palace,2014-08-30,Newcastle United,Substitution_On,79
Rolando Aarons,Newcastle United,Crystal Palace,2014-08-30,Newcastle United,Goal,73
Rolando Aarons,Newcastle United,Crystal Palace,2014-08-30,Newcastle United,Yellow_Card,90
Rolando Aarons,Newcastle United,Crystal Palace,2014-08-30,Newcastle United,Substitution_On,67
Ayoze Pérez,Newcastle United,Crystal Palace,2014-08-30,Newcastle United,Substitution_On,79
Adrian Mariappa,Newcastle United,Crystal Palace,2014-08-30,Crystal Palace,Yellow_Card,41
Jason Puncheon,Newcastle United,Crystal Palace,2014-08-30,Crystal Palace,Goal,48
Yannick Bolasie,Newcastle United,Crystal Palace,2014-08-30,Crystal Palace,Substitution_Off,83
Marouane Chamakh,Newcastle United,Crystal Palace,2014-08-30,Crystal Palace,Substitution_Off,52
Marouane Chamakh,Newcastle United,Crystal Palace,2014-08-30,Crystal Palace,Yellow_Card,44
Dwight Gayle,Newcastle United,Crystal Palace,2014-08-30,Crystal Palace,Goal,1
Dwight Gayle,Newcastle United,Crystal Palace,2014-08-30,Crystal Palace,Substitution_Off,70
Wilfried Zaha,Newcastle United,Crystal Palace,2014-08-30,Crystal Palace,Goal,90
Wilfried Zaha,Newcastle United,Crystal Palace,2014-08-30,Crystal Palace,Substitution_On,70
Fraizer Campbell,Newcastle United,Crystal Palace,2014-08-30,Crystal Palace,Substitution_On,52
Glenn Murray,Newcastle United,Crystal Palace,2014-08-30,Crystal Palace,Yellow_Card,88
Glenn Murray,Newcastle United,Crystal Palace,2014-08-30,Crystal Palace,Substitution_On,83
Jordon Mutch,Queens Park Rangers,Sunderland,2014-08-30,Queens Park Rangers,Yellow_Card,57
Junior Hoilett,Queens Park Rangers,Sunderland,2014-08-30,Queens Park Rangers,Substitution_Off,83
Leroy Fer,Queens Park Rangers,Sunderland,2014-08-30,Queens Park Rangers,Substitution_Off,90
Charlie Austin,Queens Park Rangers,Sunderland,2014-08-30,Queens Park Rangers,Goal,45
Charlie Austin,Queens Park Rangers,Sunderland,2014-08-30,Queens Park Rangers,Substitution_Off,69
Armand Traore,Queens Park Rangers,Sunderland,2014-08-30,Queens Park Rangers,Substitution_On,83
Bobby Zamora,Queens Park Rangers,Sunderland,2014-08-30,Queens Park Rangers,Substitution_On,69
Adel Taarabt,Queens Park Rangers,Sunderland,2014-08-30,Queens Park Rangers,Substitution_On,90
Santiago Vergini,Queens Park Rangers,Sunderland,2014-08-30,Sunderland,Substitution_Off,82
Lee Cattermole,Queens Park Rangers,Sunderland,2014-08-30,Sunderland,Yellow_Card,37
Jack Rodwell,Queens Park Rangers,Sunderland,2014-08-30,Sunderland,Substitution_Off,69
Steven Fletcher,Queens Park Rangers,Sunderland,2014-08-30,Sunderland,Substitution_Off,69
Jozy Altidore,Queens Park Rangers,Sunderland,2014-08-30,Sunderland,Substitution_On,82
Emanuele Giaccherini,Queens Park Rangers,Sunderland,2014-08-30,Sunderland,Yellow_Card,90
Emanuele Giaccherini,Queens Park Rangers,Sunderland,2014-08-30,Sunderland,Substitution_On,69
Will Buckley,Queens Park Rangers,Sunderland,2014-08-30,Sunderland,Substitution_On,69
Sung-Yueng Ki,Swansea City,West Bromwich Albion,2014-08-30,Swansea City,Yellow_Card,73
Jonjo Shelvey,Swansea City,West Bromwich Albion,2014-08-30,Swansea City,Substitution_Off,84
Nathan Dyer,Swansea City,West Bromwich Albion,2014-08-30,Swansea City,Goal,2
Nathan Dyer,Swansea City,West Bromwich Albion,2014-08-30,Swansea City,Goal,71
Wayne Routledge,Swansea City,West Bromwich Albion,2014-08-30,Swansea City,Goal,24
Wayne Routledge,Swansea City,West Bromwich Albion,2014-08-30,Swansea City,Substitution_Off,66
Wilfried Bony,Swansea City,West Bromwich Albion,2014-08-30,Swansea City,Substitution_Off,76
Tom Carroll,Swansea City,West Bromwich Albion,2014-08-30,Swansea City,Substitution_On,84
Bafétimbi Gomis,Swansea City,West Bromwich Albion,2014-08-30,Swansea City,Substitution_On,76
Jefferson Montero,Swansea City,West Bromwich Albion,2014-08-30,Swansea City,Substitution_On,66
Jason Davidson,Swansea City,West Bromwich Albion,2014-08-30,West Bromwich Albion,Substitution_Off,72
Craig Gardner,Swansea City,West Bromwich Albion,2014-08-30,West Bromwich Albion,Yellow_Card,62
Chris Brunt,Swansea City,West Bromwich Albion,2014-08-30,West Bromwich Albion,Substitution_Off,72
Graham Dorrans,Swansea City,West Bromwich Albion,2014-08-30,West Bromwich Albion,Substitution_Off,45
Graham Dorrans,Swansea City,West Bromwich Albion,2014-08-30,West Bromwich Albion,Yellow_Card,27
James Morrison,Swansea City,West Bromwich Albion,2014-08-30,West Bromwich Albion,Substitution_On,72
Cristian Gamboa,Swansea City,West Bromwich Albion,2014-08-30,West Bromwich Albion,Substitution_On,72
Stéphane Sessegnon,Swansea City,West Bromwich Albion,2014-08-30,West Bromwich Albion,Substitution_On,45
Joey O'Brien,West Ham United,Southampton,2014-08-30,West Ham United,Yellow_Card,62
Aaron Cresswell,West Ham United,Southampton,2014-08-30,West Ham United,Yellow_Card,56
Mark Noble,West Ham United,Southampton,2014-08-30,West Ham United,Goal,27
Mauro Zárate,West Ham United,Southampton,2014-08-30,West Ham United,Substitution_Off,57
Ricardo Vaz Te,West Ham United,Southampton,2014-08-30,West Ham United,Substitution_Off,58
Carlton Cole,West Ham United,Southampton,2014-08-30,West Ham United,Substitution_Off,79
Ravel Morrison,West Ham United,Southampton,2014-08-30,West Ham United,Substitution_On,57
Mohamed Diamé,West Ham United,Southampton,2014-08-30,West Ham United,Substitution_On,58
Enner Valencia,West Ham United,Southampton,2014-08-30,West Ham United,Substitution_On,79
James Ward-Prowse,West Ham United,Southampton,2014-08-30,Southampton,Substitution_Off,71
Morgan Schneiderlin,West Ham United,Southampton,2014-08-30,Southampton,Goal,45
Morgan Schneiderlin,West Ham United,Southampton,2014-08-30,Southampton,Goal,68
Shane Long,West Ham United,Southampton,2014-08-30,Southampton,Substitution_Off,66
Graziano Pellè,West Ham United,Southampton,2014-08-30,Southampton,Goal,83
Graziano Pellè,West Ham United,Southampton,2014-08-30,Southampton,Yellow_Card,79
Gaston Ramirez,West Ham United,Southampton,2014-08-30,Southampton,Substitution_On,66
